,accuracy,n_features,kind,removed_feature
1100,0.9237053495129037,152,cluster_0,spectral_SH_intensity
1101,0.9390873354982054,152,cluster_1,AA_sF2_max
1102,0.9250384549649633,152,cluster_2,EH_sF4_mean
1103,0.9225773372073149,152,cluster_3,OW_sF1_mean_first
1104,0.938745513587421,152,cluster_4,OW_sF3_min_third
1105,0.9237053495129037,151,cluster_0,spectral_JH_skew
1106,0.9390873354982054,151,cluster_1,EH_sF1_mean
1107,0.9250384549649633,151,cluster_2,EH_sF1_min
1108,0.9225773372073149,151,cluster_3,EY_sF1_mean_first
1109,0.938745513587421,151,cluster_4,OW_sF3_min_first
1110,0.9237053495129037,150,cluster_0,EY_avg_dur
1111,0.9390873354982054,150,cluster_1,EH_sF2_mean_dist
1112,0.9250384549649633,150,cluster_2,EH_sF4_min
1113,0.9225773372073149,150,cluster_3,EY_sF4_min_first
1114,0.938745513587421,150,cluster_4,AA_sF3_mean_dist
1115,0.9237053495129037,149,cluster_0,EY_sF1_mean_first
1116,0.9390873354982054,149,cluster_1,EH_sF3_mean
1117,0.9250384549649633,149,cluster_2,EH_sF4_mean_dist
1118,0.9225773372073149,149,cluster_3,EY_sF4_mean_first
1119,0.938745513587421,149,cluster_4,OW_sF2_mean_first
1120,0.9237053495129037,148,cluster_0,EY_sF1_mean_third
1121,0.9390873354982054,148,cluster_1,EH_sF1_min
1122,0.9250384549649633,148,cluster_2,EH_sF1_mean_dist
1123,0.9225773372073149,148,cluster_3,EY_sF4_mean_third
1124,0.938745513587421,148,cluster_4,OW_sF2_mean_third
1125,0.9237053495129037,147,cluster_0,EY_sF1_max_third
1126,0.9390873354982054,147,cluster_1,EH_sF4_min
1127,0.9250384549649633,147,cluster_2,EH_sF3_min
1128,0.9225773372073149,147,cluster_3,EY_sF1_max_third
1129,0.938745513587421,147,cluster_4,AA_sF2_max
1130,0.9237053495129037,146,cluster_0,EY_sF1_max_first
1131,0.9390873354982054,146,cluster_1,EH_sF1_mean_dist
1132,0.9250384549649633,146,cluster_2,EH_avg_dur
1133,0.9225773372073149,146,cluster_3,EY_sF1_mean_third
1134,0.938745513587421,146,cluster_4,AA_sF1_mean
1135,0.9237053495129037,145,cluster_0,EY_sF2_min_third
1136,0.9390873354982054,145,cluster_1,EH_sF4_mean_dist
1137,0.9099641086993676,145,cluster_2,spectral_F_cog
1138,0.9225773372073149,145,cluster_3,EY_sF1_max_first
1139,0.938745513587421,145,cluster_4,AA_sF1_mean_dist
1140,0.9237053495129037,144,cluster_0,AX_sF3_mean_dist
1141,0.9390873354982054,144,cluster_1,EH_sF3_mean_dist
1142,0.9099641086993676,144,cluster_2,spectral_F_kurt
1143,0.9225773372073149,144,cluster_3,EY_sF4_max_third
1144,0.938745513587421,144,cluster_4,AA_sF1_max
1145,0.9237053495129037,143,cluster_0,AX_avg_dur
1146,0.9390873354982054,143,cluster_1,EH_avg_dur
1147,0.9099641086993676,143,cluster_2,spectral_F_sdev
1148,0.9225773372073149,143,cluster_3,EY_sF4_max_first
1149,0.938745513587421,143,cluster_4,AA_sF4_mean_dist
1150,0.9237053495129037,142,cluster_0,EY_sF2_min_first
1151,0.9390873354982054,142,cluster_1,EH_sF3_max
1152,0.9099641086993676,142,cluster_2,spectral_F_intensity
1153,0.9225773372073149,142,cluster_3,EY_sF3_max_third
1154,0.938745513587421,142,cluster_4,OW_sF4_mean_third
1155,0.9237053495129037,141,cluster_0,EY_sF1_min_third
1156,0.9390873354982054,141,cluster_1,EH_sF2_mean
1157,0.9099641086993676,141,cluster_2,spectral_F_skew
1158,0.9225773372073149,141,cluster_3,EY_sF3_max_first
1159,0.938745513587421,141,cluster_4,OW_sF4_max_third
1160,0.9237053495129037,140,cluster_0,EY_sF1_min_first
1161,0.9390873354982054,140,cluster_1,EH_sF1_max
1162,0.8947530336694582,140,cluster_2,AX_sF1_max
1163,0.9225773372073149,140,cluster_3,EY_sF3_min_first
1164,0.938745513587421,140,cluster_4,OW_sF4_mean_first
1165,0.9237053495129037,139,cluster_0,AO_sF2_min
1166,0.9390873354982054,139,cluster_1,EH_sF2_min
1167,0.8947530336694582,139,cluster_2,AX_sF1_mean
1168,0.9069560758844641,139,cluster_3,OW_sF1_max_first
1169,0.938745513587421,139,cluster_4,OW_sF2_max_first
1170,0.9237053495129037,138,cluster_0,AO_sF2_mean
1171,0.9088702785848572,138,cluster_1,AA_sF2_mean
1172,0.8947530336694582,138,cluster_2,AA_sF3_min
1173,0.9069560758844641,138,cluster_3,OW_sF1_max_third
1174,0.938745513587421,138,cluster_4,OW_sF2_max_third
1175,0.9237053495129037,137,cluster_0,EY_sF3_min_third
1176,0.9088702785848572,137,cluster_1,AA_sF2_mean_dist
1177,0.8947530336694582,137,cluster_2,AX_sF1_min
1178,0.9069560758844641,137,cluster_3,spectral_V_cog
1179,0.938745513587421,137,cluster_4,OW_sF4_min_first
1180,0.9237053495129037,136,cluster_0,AO_sF2_max
1181,0.9088702785848572,136,cluster_1,AA_sF3_mean
1182,0.8947530336694582,136,cluster_2,AX_sF4_mean_dist
1183,0.9069560758844641,136,cluster_3,spectral_V_intensity
1184,0.938745513587421,136,cluster_4,OW_sF4_min_third
1185,0.9237053495129037,135,cluster_0,AO_avg_dur
1186,0.9088702785848572,135,cluster_1,AA_sF3_mean_dist
1187,0.8947530336694582,135,cluster_2,AX_sF4_mean
1188,0.9069560758844641,135,cluster_3,spectral_V_sdev
1189,0.938745513587421,135,cluster_4,OW_sF4_max_first
1190,0.9237053495129037,134,cluster_0,EY_sF3_min_first
1191,0.9088702785848572,134,cluster_1,AA_sF3_min
1192,0.8947530336694582,134,cluster_2,AX_sF4_max
1193,0.9069560758844641,134,cluster_3,spectral_V_skew
1194,0.938745513587421,134,cluster_4,spectral_SH_duration
1195,0.9237053495129037,133,cluster_0,AO_sF3_max
1196,0.9088702785848572,133,cluster_1,AA_sF1_max
1197,0.8947530336694582,133,cluster_2,AX_sF2_min
1198,0.9069560758844641,133,cluster_3,spectral_V_kurt
1199,0.938745513587421,133,cluster_4,spectral_SH_skew
1200,0.9237053495129037,132,cluster_0,AO_sF1_max
1201,0.9088702785848572,132,cluster_1,AA_sF4_mean_dist
1202,0.8947530336694582,132,cluster_2,AX_sF3_mean_dist
1203,0.9069560758844641,132,cluster_3,AX_sF3_mean
1204,0.938745513587421,132,cluster_4,AA_sF2_min
1205,0.9237053495129037,131,cluster_0,AO_sF1_min
1206,0.9088702785848572,131,cluster_1,AA_sF1_mean_dist
1207,0.8947530336694582,131,cluster_2,AX_sF2_mean
1208,0.9069560758844641,131,cluster_3,AX_sF3_min
1209,0.938745513587421,131,cluster_4,AA_sF3_mean
1210,0.9237053495129037,130,cluster_0,AO_sF3_mean
1211,0.9088702785848572,130,cluster_1,AA_avg_dur
1212,0.8947530336694582,130,cluster_2,AX_sF2_max
1213,0.9069560758844641,130,cluster_3,AX_sF1_mean
1214,0.938745513587421,130,cluster_4,AA_sF2_mean
1215,0.9237053495129037,129,cluster_0,AO_sF2_mean_dist
1216,0.8936592035549479,129,cluster_1,UH_avg_dur
1217,0.8947530336694582,129,cluster_2,AX_sF4_min
1218,0.9069560758844641,129,cluster_3,AX_sF1_max
1219,0.938745513587421,129,cluster_4,AA_sF2_mean_dist
1220,0.9237053495129037,128,cluster_0,AO_sF1_mean
1221,0.8936592035549479,128,cluster_1,AX_sF2_min
1222,0.8947530336694582,128,cluster_2,AX_sF3_min
1223,0.9069560758844641,128,cluster_3,AX_sF3_max
1224,0.938745513587421,128,cluster_4,AA_sF4_min
1225,0.9237053495129037,127,cluster_0,AO_sF3_min
1226,0.8936592035549479,127,cluster_1,AX_sF2_mean
1227,0.8947530336694582,127,cluster_2,AX_sF2_mean_dist
1228,0.9069560758844641,127,cluster_3,AX_sF2_mean
1229,0.938745513587421,127,cluster_4,AA_sF3_max
1230,0.9091437361134849,126,cluster_0,EY_sF3_mean_first
1231,0.8936592035549479,126,cluster_1,AX_sF1_min
1232,0.8947530336694582,126,cluster_2,AX_avg_dur
1233,0.9069560758844641,126,cluster_3,AX_sF4_mean_dist
1234,0.938745513587421,126,cluster_4,AA_sF1_min
1235,0.9091437361134849,125,cluster_0,EY_sF2_max_third
1236,0.8936592035549479,125,cluster_1,AX_sF4_max
1237,0.8947530336694582,125,cluster_2,AX_sF1_mean_dist
1238,0.9069560758844641,125,cluster_3,AX_sF3_mean_dist
1239,0.938745513587421,125,cluster_4,AA_sF4_mean
1240,0.9091437361134849,124,cluster_0,EY_sF3_max_third
1241,0.8936592035549479,124,cluster_1,AX_sF3_min
1242,0.8795077764484703,124,cluster_2,spectral_JH_skew
1243,0.9069560758844641,124,cluster_3,AX_sF2_min
1244,0.938745513587421,124,cluster_4,AA_sF3_min
1245,0.9091437361134849,123,cluster_0,EY_sF2_max_first
1246,0.8936592035549479,123,cluster_1,AX_sF2_max
1247,0.8795077764484703,123,cluster_2,spectral_JH_duration
1248,0.9069560758844641,123,cluster_3,AX_sF4_max
1249,0.938745513587421,123,cluster_4,AA_sF4_max
1250,0.9091437361134849,122,cluster_0,EY_sF2_mean_first
1251,0.8936592035549479,122,cluster_1,AX_sF3_mean
1252,0.8795077764484703,122,cluster_2,spectral_JH_cog
1253,0.9069560758844641,122,cluster_3,AX_sF2_max
1254,0.9234318919842762,122,cluster_4,spectral_SH_intensity
1255,0.9091437361134849,121,cluster_0,EY_sF2_mean_third
1256,0.8936592035549479,121,cluster_1,AX_sF1_mean
1257,0.8795077764484703,121,cluster_2,spectral_JH_kurt
1258,0.9069560758844641,121,cluster_3,AX_sF4_mean
1259,0.9234318919842762,121,cluster_4,spectral_SH_kurt
1260,0.9091437361134849,120,cluster_0,EY_sF3_mean_third
1261,0.8936592035549479,120,cluster_1,AX_sF3_max
1262,0.8795077764484703,120,cluster_2,spectral_JH_intensity
1263,0.9069560758844641,120,cluster_3,AX_sF4_min
1264,0.9082549991454453,120,cluster_4,CH_avg_dur
1265,0.9091437361134849,119,cluster_0,EY_sF3_max_first
1266,0.8936592035549479,119,cluster_1,AX_sF1_mean_dist
1267,0.8795077764484703,119,cluster_2,spectral_JH_sdev
1268,0.9069560758844641,119,cluster_3,AX_sF2_mean_dist
1269,0.9082549991454453,119,cluster_4,AX_sF2_mean
1270,0.9091437361134849,118,cluster_0,EY_sF4_max_first
1271,0.8936592035549479,118,cluster_1,AX_sF1_max
1272,0.8652879849598359,118,cluster_2,CH_avg_dur
1273,0.8918133652367116,118,cluster_3,AX_avg_dur
1274,0.9082549991454453,118,cluster_4,AX_sF2_max
1275,0.9091437361134849,117,cluster_0,EY_sF4_max_third
1276,0.8936592035549479,117,cluster_1,AX_avg_dur
1277,0.8652879849598359,117,cluster_2,AA_sF2_max
1278,0.8922577337207315,117,cluster_3,OW_sF3_max_first
1279,0.9082549991454453,117,cluster_4,AX_sF1_max
1280,0.9091437361134849,116,cluster_0,EY_sF4_mean_first
1281,0.8936592035549479,116,cluster_1,AX_sF2_mean_dist
1282,0.8652879849598359,116,cluster_2,AA_sF1_mean_dist
1283,0.8922577337207315,116,cluster_3,OW_sF3_max_third
1284,0.9082549991454453,116,cluster_4,AX_sF2_min
1285,0.9091437361134849,115,cluster_0,EY_sF4_mean_third
1286,0.8936592035549479,115,cluster_1,AX_sF4_mean_dist
1287,0.8652879849598359,115,cluster_2,AA_sF1_max
1288,0.8922577337207315,115,cluster_3,UW_avg_dur
1289,0.9082549991454453,115,cluster_4,AX_sF4_max
1290,0.9091437361134849,114,cluster_0,EY_sF4_min_third
1291,0.8936592035549479,114,cluster_1,AX_sF3_mean_dist
1292,0.8652879849598359,114,cluster_2,OW_sF3_mean_first
1293,0.8922577337207315,114,cluster_3,UW_sF2_mean_dist
1294,0.9082549991454453,114,cluster_4,AX_avg_dur
1295,0.9091437361134849,113,cluster_0,EY_sF4_min_first
1296,0.8632028713040506,113,cluster_1,UH_sF1_mean
1297,0.8652879849598359,113,cluster_2,OW_sF3_max_first
1298,0.8922577337207315,113,cluster_3,UW_sF1_mean
1299,0.9082549991454453,113,cluster_4,AX_sF2_mean_dist
1300,0.8790292257733721,112,cluster_0,AX_sF2_mean_dist
1301,0.8632028713040506,112,cluster_1,UH_sF2_mean_dist
1302,0.8652879849598359,112,cluster_2,OW_sF3_max_third
1303,0.8922577337207315,112,cluster_3,UW_sF2_mean
1304,0.9082549991454453,112,cluster_4,AX_sF4_mean
1305,0.8790292257733721,111,cluster_0,AX_sF1_min
1306,0.8632028713040506,111,cluster_1,UH_sF1_min
1307,0.8652879849598359,111,cluster_2,OW_sF3_mean_third
1308,0.8922577337207315,111,cluster_3,UW_sF1_max
1309,0.9082549991454453,111,cluster_4,AX_sF3_mean_dist
1310,0.8790292257733721,110,cluster_0,AA_sF2_max
1311,0.8632028713040506,110,cluster_1,UH_sF4_min
1312,0.8652879849598359,110,cluster_2,AA_sF3_max
1313,0.8922577337207315,110,cluster_3,UW_sF3_mean
1314,0.9082549991454453,110,cluster_4,AX_sF1_mean
1315,0.8790292257733721,109,cluster_0,AA_sF4_max
1316,0.8632028713040506,109,cluster_1,UH_sF4_mean
1317,0.8652879849598359,109,cluster_2,AA_sF3_mean
1318,0.8922577337207315,109,cluster_3,UW_sF3_max
1319,0.9082549991454453,109,cluster_4,AX_sF4_min
1320,0.8790292257733721,108,cluster_0,AA_sF4_min
1321,0.8632028713040506,108,cluster_1,UH_sF1_mean_dist
1322,0.8652879849598359,108,cluster_2,OW_sF3_min_third
1323,0.8922577337207315,108,cluster_3,OW_sF3_mean_first
1324,0.9082549991454453,108,cluster_4,AX_sF1_min
1325,0.8790292257733721,107,cluster_0,AA_sF1_max
1326,0.8632028713040506,107,cluster_1,UH_sF3_max
1327,0.8652879849598359,107,cluster_2,OW_sF3_min_first
1328,0.8922577337207315,107,cluster_3,OW_avg_dur
1329,0.9082549991454453,107,cluster_4,AX_sF3_mean
1330,0.8790292257733721,106,cluster_0,AA_sF4_mean
1331,0.8632028713040506,106,cluster_1,UH_sF3_min
1332,0.8652879849598359,106,cluster_2,AA_sF1_mean
1333,0.8922577337207315,106,cluster_3,OW_sF4_min_third
1334,0.9082549991454453,106,cluster_4,AX_sF3_max
1335,0.8790292257733721,105,cluster_0,AA_sF4_mean_dist
1336,0.8632028713040506,105,cluster_1,UH_sF4_max
1337,0.8652879849598359,105,cluster_2,AA_sF3_mean_dist
1338,0.8922577337207315,105,cluster_3,UW_sF2_max
1339,0.9082549991454453,105,cluster_4,AX_sF4_mean_dist
1340,0.8790292257733721,104,cluster_0,AA_sF2_mean_dist
1341,0.8632028713040506,104,cluster_1,UH_sF3_mean
1342,0.8652879849598359,104,cluster_2,AA_sF4_min
1343,0.8922577337207315,104,cluster_3,UW_sF4_mean
1344,0.9082549991454453,104,cluster_4,AX_sF3_min
1345,0.8790292257733721,103,cluster_0,AA_sF2_min
1346,0.8632028713040506,103,cluster_1,UH_sF1_max
1347,0.8652879849598359,103,cluster_2,AA_sF4_mean
1348,0.8922577337207315,103,cluster_3,UW_sF4_min
1349,0.9082549991454453,103,cluster_4,AX_sF1_mean_dist
1350,0.8790292257733721,102,cluster_0,AA_sF3_mean
1351,0.8632028713040506,102,cluster_1,UH_sF3_mean_dist
1352,0.8652879849598359,102,cluster_2,AA_sF4_max
1353,0.8922577337207315,102,cluster_3,UW_sF4_mean_dist
1354,0.8931122884976928,102,cluster_4,spectral_TH_skew
1355,0.8790292257733721,101,cluster_0,AA_sF3_max
1356,0.8632028713040506,101,cluster_1,UH_sF4_mean_dist
1357,0.8652879849598359,101,cluster_2,AA_sF2_min
1358,0.8922577337207315,101,cluster_3,UW_sF1_mean_dist
1359,0.8931122884976928,101,cluster_4,spectral_TH_kurt
1360,0.8790292257733721,100,cluster_0,AA_sF3_min
1361,0.8330199965817809,100,cluster_1,AO_sF2_max
1362,0.8652879849598359,100,cluster_2,AA_sF2_mean
1363,0.8922577337207315,100,cluster_3,UW_sF3_min
1364,0.8931122884976928,100,cluster_4,spectral_TH_sdev
1365,0.8790292257733721,99,cluster_0,AA_sF1_mean
1366,0.8330199965817809,99,cluster_1,AW_sF2_max_first
1367,0.8652879849598359,99,cluster_2,AA_avg_dur
1368,0.8922577337207315,99,cluster_3,UW_sF4_max
1369,0.8931122884976928,99,cluster_4,spectral_TH_duration
1370,0.8790292257733721,98,cluster_0,AA_sF1_mean_dist
1371,0.8330199965817809,98,cluster_1,AW_sF2_mean_first
1372,0.8652879849598359,98,cluster_2,AA_sF2_mean_dist
1373,0.8922577337207315,98,cluster_3,OW_sF4_min_first
1374,0.8931122884976928,98,cluster_4,spectral_TH_cog
1375,0.8790292257733721,97,cluster_0,AA_sF1_min
1376,0.8330199965817809,97,cluster_1,AW_sF2_mean_third
1377,0.8652879849598359,97,cluster_2,AA_sF4_mean_dist
1378,0.8922577337207315,97,cluster_3,OW_sF4_mean_first
1379,0.8931122884976928,97,cluster_4,spectral_TH_intensity
1380,0.8790292257733721,96,cluster_0,AA_sF3_mean_dist
1381,0.8330199965817809,96,cluster_1,AW_sF2_max_third
1382,0.850111092121005,96,cluster_2,OW_sF2_mean_first
1383,0.8922577337207315,96,cluster_3,OW_sF2_min_third
1384,0.8931122884976928,96,cluster_4,AW_sF3_max_first
1385,0.8790292257733721,95,cluster_0,AA_sF2_mean
1386,0.8330199965817809,95,cluster_1,OW_sF1_min_first
1387,0.850111092121005,95,cluster_2,OW_sF2_max_third
1388,0.8922577337207315,95,cluster_3,OW_sF4_max_third
1389,0.8931122884976928,95,cluster_4,AW_sF4_mean_third
1390,0.8636814219791489,94,cluster_0,AX_sF3_min
1391,0.8330199965817809,94,cluster_1,OW_sF3_mean_third
1392,0.850111092121005,94,cluster_2,OW_sF2_max_first
1393,0.8922577337207315,94,cluster_3,OW_sF4_mean_third
1394,0.8931122884976928,94,cluster_4,UH_sF1_min
1395,0.8636814219791489,93,cluster_0,spectral_JH_kurt
1396,0.8330199965817809,93,cluster_1,OW_sF3_mean_first
1397,0.850111092121005,93,cluster_2,OW_sF1_max_first
1398,0.8922577337207315,93,cluster_3,OW_sF2_min_first
1399,0.8931122884976928,93,cluster_4,UH_sF2_mean_dist
1400,0.8636814219791489,92,cluster_0,AX_sF1_mean
1401,0.8330199965817809,92,cluster_1,OW_sF3_min_first
1402,0.850111092121005,92,cluster_2,OW_sF2_mean_third
1403,0.8922577337207315,92,cluster_3,OW_sF4_max_first
1404,0.8931122884976928,92,cluster_4,AW_sF3_mean_third
1405,0.8636814219791489,91,cluster_0,AX_sF4_min
1406,0.8330199965817809,91,cluster_1,OW_sF3_min_third
1407,0.850111092121005,91,cluster_2,OW_sF2_min_third
1408,0.8922577337207315,91,cluster_3,OW_sF3_mean_third
1409,0.8931122884976928,91,cluster_4,AW_sF4_min_third
1410,0.8636814219791489,90,cluster_0,spectral_JH_sdev
1411,0.8330199965817809,90,cluster_1,OW_sF1_min_third
1412,0.850111092121005,90,cluster_2,OW_sF2_min_first
1413,0.8922577337207315,90,cluster_3,OW_sF3_min_third
1414,0.8931122884976928,90,cluster_4,AW_sF3_min_third
1415,0.8636814219791489,89,cluster_0,spectral_JH_cog
1416,0.8330199965817809,89,cluster_1,OW_sF1_mean_third
1417,0.850111092121005,89,cluster_2,OW_sF1_max_third
1418,0.8922577337207315,89,cluster_3,OW_sF2_mean_third
1419,0.8931122884976928,89,cluster_4,UH_sF4_min
1420,0.8636814219791489,88,cluster_0,spectral_JH_intensity
1421,0.8330199965817809,88,cluster_1,OW_sF1_mean_first
1422,0.850111092121005,88,cluster_2,OW_sF1_min_first
1423,0.8922577337207315,88,cluster_3,OW_sF3_min_first
1424,0.8931122884976928,88,cluster_4,UH_sF2_max
1425,0.8636814219791489,87,cluster_0,spectral_JH_duration
1426,0.8330199965817809,87,cluster_1,AO_sF1_max
1427,0.850111092121005,87,cluster_2,OW_sF1_mean_third
1428,0.8922577337207315,87,cluster_3,OW_sF2_max_third
1429,0.8931122884976928,87,cluster_4,AW_sF4_min_first
1430,0.8636814219791489,86,cluster_0,spectral_SH_cog
1431,0.8330199965817809,86,cluster_1,AO_sF4_max
1432,0.850111092121005,86,cluster_2,OW_sF1_min_third
1433,0.8922577337207315,86,cluster_3,OW_sF2_max_first
1434,0.8931122884976928,86,cluster_4,UH_sF2_min
1435,0.8636814219791489,85,cluster_0,spectral_SH_skew
1436,0.8330199965817809,85,cluster_1,AO_sF3_mean
1437,0.850111092121005,85,cluster_2,OW_sF1_mean_first
1438,0.8922577337207315,85,cluster_3,OW_sF1_mean_third
1439,0.8931122884976928,85,cluster_4,AW_sF3_min_first
1440,0.8636814219791489,84,cluster_0,spectral_SH_sdev
1441,0.8330199965817809,84,cluster_1,OW_sF4_min_third
1442,0.850111092121005,84,cluster_2,OW_sF4_min_third
1443,0.8922577337207315,84,cluster_3,OW_sF2_mean_first
1444,0.8931122884976928,84,cluster_4,AW_sF2_mean_third
1445,0.8636814219791489,83,cluster_0,spectral_SH_duration
1446,0.8330199965817809,83,cluster_1,OW_sF4_min_first
1447,0.850111092121005,83,cluster_2,OW_sF4_max_first
1448,0.8622115877627756,83,cluster_3,AW_sF4_min_third
1449,0.8931122884976928,83,cluster_4,AW_sF2_min_third
1450,0.8636814219791489,82,cluster_0,spectral_SH_kurt
1451,0.8330199965817809,82,cluster_1,OW_sF4_mean_first
1452,0.850111092121005,82,cluster_2,OW_sF4_max_third
1453,0.8622115877627756,82,cluster_3,AW_sF4_min_first
1454,0.8931122884976928,82,cluster_4,UH_sF4_mean
1455,0.8487779866689454,81,cluster_0,AX_sF2_mean
1456,0.8330199965817809,81,cluster_1,OW_sF4_mean_third
1457,0.850111092121005,81,cluster_2,OW_avg_dur
1458,0.8622115877627756,81,cluster_3,AW_sF4_mean_third
1459,0.8931122884976928,81,cluster_4,AW_sF3_mean_first
1460,0.8487779866689454,80,cluster_0,AX_sF4_mean_dist
1461,0.8330199965817809,80,cluster_1,OW_sF4_max_first
1462,0.850111092121005,80,cluster_2,OW_sF4_min_first
1463,0.8622115877627756,80,cluster_3,AW_sF4_mean_first
1464,0.8931122884976928,80,cluster_4,AW_sF4_mean_first
1465,0.8487779866689454,79,cluster_0,AX_sF2_max
1466,0.8330199965817809,79,cluster_1,OW_sF4_max_third
1467,0.850111092121005,79,cluster_2,OW_sF4_mean_first
1468,0.8622115877627756,79,cluster_3,AW_sF4_max_first
1469,0.8931122884976928,79,cluster_4,UH_sF4_max
1470,0.8487779866689454,78,cluster_0,AX_sF3_mean
1471,0.8330199965817809,78,cluster_1,OW_sF1_max_first
1472,0.850111092121005,78,cluster_2,OW_sF4_mean_third
1473,0.8622115877627756,78,cluster_3,AW_sF4_max_third
1474,0.8931122884976928,78,cluster_4,UH_sF2_mean
1475,0.8487779866689454,77,cluster_0,AX_sF4_mean
1476,0.8330199965817809,77,cluster_1,OW_avg_dur
1477,0.8189369338574602,77,cluster_2,AW_sF2_max_third
1478,0.8622115877627756,77,cluster_3,AW_sF2_mean_first
1479,0.8931122884976928,77,cluster_4,UH_sF1_max
1480,0.8487779866689454,76,cluster_0,AX_sF3_max
1481,0.8330199965817809,76,cluster_1,OW_sF1_max_third
1482,0.8189369338574602,76,cluster_2,AW_sF3_max_third
1483,0.8622115877627756,76,cluster_3,AW_sF3_max_third
1484,0.8931122884976928,76,cluster_4,UH_sF1_mean
1485,0.8487779866689454,75,cluster_0,AX_sF4_max
1486,0.8330199965817809,75,cluster_1,OW_sF2_max_third
1487,0.8189369338574602,75,cluster_2,AW_sF3_max_first
1488,0.8622115877627756,75,cluster_3,AW_sF2_min_first
1489,0.8931122884976928,75,cluster_4,UH_sF4_mean_dist
1490,0.8487779866689454,74,cluster_0,AX_sF1_mean_dist
1491,0.8330199965817809,74,cluster_1,OW_sF2_max_first
1492,0.8189369338574602,74,cluster_2,AW_sF2_max_first
1493,0.8622115877627756,74,cluster_3,AW_avg_dur
1494,0.8931122884976928,74,cluster_4,UH_sF3_mean
1495,0.8487779866689454,73,cluster_0,AX_sF2_min
1496,0.8330199965817809,73,cluster_1,OW_sF2_min_first
1497,0.8189369338574602,73,cluster_2,AW_sF3_mean_first
1498,0.8622115877627756,73,cluster_3,AW_sF2_max_third
1499,0.8931122884976928,73,cluster_4,UH_sF3_min
1500,0.8487779866689454,72,cluster_0,AX_sF1_max
1501,0.8330199965817809,72,cluster_1,OW_sF2_mean_third
1502,0.8189369338574602,72,cluster_2,AW_sF3_min_third
1503,0.8622115877627756,72,cluster_3,AW_sF2_min_third
1504,0.8931122884976928,72,cluster_4,UH_sF3_mean_dist
1505,0.8341138266962912,71,cluster_0,CH_avg_dur
1506,0.8330199965817809,71,cluster_1,OW_sF2_min_third
1507,0.8189369338574602,71,cluster_2,AW_sF3_mean_third
1508,0.8622115877627756,71,cluster_3,AW_sF3_min_third
1509,0.8931122884976928,71,cluster_4,AW_sF4_max_third
1510,0.8341138266962912,70,cluster_0,UH_sF3_mean_dist
1511,0.8330199965817809,70,cluster_1,OW_sF2_mean_first
1512,0.8189369338574602,70,cluster_2,AW_sF2_mean_first
1513,0.8622115877627756,70,cluster_3,AW_sF3_mean_first
1514,0.8931122884976928,70,cluster_4,AW_sF4_max_first
1515,0.8341138266962912,69,cluster_0,UH_sF3_mean
1516,0.8036233122543155,69,cluster_1,AO_sF4_mean
1517,0.8189369338574602,69,cluster_2,AW_sF2_min_first
1518,0.8622115877627756,69,cluster_3,AW_sF3_min_first
1519,0.8931122884976928,69,cluster_4,AW_sF2_max_third
1520,0.8341138266962912,68,cluster_0,UH_sF1_mean_dist
1521,0.8036233122543155,68,cluster_1,AO_sF4_min
1522,0.8189369338574602,68,cluster_2,AW_sF3_min_first
1523,0.8622115877627756,68,cluster_3,AW_sF2_max_first
1524,0.8931122884976928,68,cluster_4,AW_sF2_max_first
1525,0.8341138266962912,67,cluster_0,UH_sF3_max
1526,0.8036233122543155,67,cluster_1,AO_sF2_mean_dist
1527,0.8189369338574602,67,cluster_2,AW_sF2_mean_third
1528,0.8622115877627756,67,cluster_3,AW_sF1_min_first
1529,0.8931122884976928,67,cluster_4,AW_sF1_min_third
1530,0.8341138266962912,66,cluster_0,UH_sF4_mean_dist
1531,0.8036233122543155,66,cluster_1,AO_sF2_min
1532,0.8189369338574602,66,cluster_2,AW_sF2_min_third
1533,0.8622115877627756,66,cluster_3,AW_sF1_mean_first
1534,0.8931122884976928,66,cluster_4,UH_sF1_mean_dist
1535,0.8341138266962912,65,cluster_0,UH_sF2_min
1536,0.8036233122543155,65,cluster_1,AO_sF1_mean
1537,0.8189369338574602,65,cluster_2,AW_sF4_min_first
1538,0.8622115877627756,65,cluster_3,AW_sF3_mean_third
1539,0.8931122884976928,65,cluster_4,UH_sF3_max
1540,0.8341138266962912,64,cluster_0,UH_sF2_max
1541,0.8036233122543155,64,cluster_1,AO_sF1_min
1542,0.8189369338574602,64,cluster_2,AW_sF1_mean_first
1543,0.8622115877627756,64,cluster_3,AW_sF1_min_third
1544,0.8931122884976928,64,cluster_4,UH_avg_dur
1545,0.8341138266962912,63,cluster_0,UH_sF2_mean
1546,0.8036233122543155,63,cluster_1,AO_sF2_mean
1547,0.8189369338574602,63,cluster_2,AW_sF1_mean_third
1548,0.8622115877627756,63,cluster_3,AW_sF1_mean_third
1549,0.8931122884976928,63,cluster_4,AW_sF1_min_first
1550,0.8341138266962912,62,cluster_0,UH_avg_dur
1551,0.8036233122543155,62,cluster_1,AO_sF1_mean_dist
1552,0.8189369338574602,62,cluster_2,AW_sF1_min_first
1553,0.8622115877627756,62,cluster_3,AW_sF2_mean_third
1554,0.8931122884976928,62,cluster_4,AW_sF2_mean_first
1555,0.8341138266962912,61,cluster_0,UH_sF4_max
1556,0.8036233122543155,61,cluster_1,AO_sF3_max
